threshold,tn,fp,fn,tp,precision,recall,f1,tpr,fpr,cost
0.116,288,411,39,262,0.38930163447251115,0.8704318936877077,0.5379876796714579,0.8704318936877047,0.5879828326180249,801.0
0.11800000000000001,296,403,39,262,0.39398496240601505,0.8704318936877077,0.5424430641821946,0.8704318936877047,0.5765379113018589,793.0
0.12,299,400,40,261,0.394856278366112,0.867109634551495,0.5426195426195426,0.867109634551492,0.5722460658082967,800.0
0.122,308,391,40,261,0.4003067484662577,0.867109634551495,0.5477439664218258,0.867109634551492,0.55937052932761,791.0
0.124,313,386,41,260,0.4024767801857585,0.8637873754152824,0.5491024287222809,0.8637873754152795,0.5522174535050064,796.0
0.126,316,383,43,258,0.40249609984399376,0.8571428571428571,0.5477707006369427,0.8571428571428542,0.5479256080114441,813.0
0.128,320,379,44,257,0.40408805031446543,0.8538205980066446,0.5485592315901814,0.8538205980066416,0.5422031473533612,819.0
0.13,325,374,44,257,0.40729001584786056,0.8538205980066446,0.5515021459227468,0.8538205980066416,0.5350500715307575,814.0
0.132,329,370,44,257,0.4098883572567783,0.8538205980066446,0.5538793103448276,0.8538205980066416,0.5293276108726744,810.0
0.134,334,365,44,257,0.41318327974276525,0.8538205980066446,0.5568797399783315,0.8538205980066416,0.5221745350500707,805.0
0.136,336,363,44,257,0.41451612903225804,0.8538205980066446,0.5580890336590663,0.8538205980066416,0.5193133047210293,803.0
0.138,340,359,44,257,0.4172077922077922,0.8538205980066446,0.5605234460196292,0.8538205980066416,0.5135908440629463,799.0
0.14,342,357,44,257,0.4185667752442997,0.8538205980066446,0.5617486338797815,0.8538205980066416,0.5107296137339048,797.0
0.14200000000000002,348,351,45,256,0.42174629324546953,0.8504983388704319,0.5638766519823789,0.850498338870429,0.5021459227467804,801.0
0.14400000000000002,352,347,46,255,0.42358803986710963,0.8471760797342193,0.5647840531561462,0.8471760797342164,0.4964234620886974,807.0
0.146,356,343,46,255,0.42642140468227424,0.8471760797342193,0.5672969966629589,0.8471760797342164,0.49070100143061446,803.0
0.148,361,338,47,254,0.42905405405405406,0.8438538205980066,0.568868980963046,0.8438538205980037,0.48354792560801074,808.0
0.15,365,334,47,254,0.43197278911564624,0.8438538205980066,0.5714285714285714,0.8438538205980037,0.4778254649499278,804.0
0.152,368,331,47,254,0.4341880341880342,0.8438538205980066,0.5733634311512416,0.8438538205980037,0.4735336194563655,801.0
0.154,373,326,47,254,0.4379310344827586,0.8438538205980066,0.5766174801362088,0.8438538205980037,0.46638054363376186,796.0
0.156,381,318,48,253,0.44308231173380036,0.840531561461794,0.5802752293577982,0.8405315614617912,0.4549356223175959,798.0
0.158,384,315,48,253,0.4454225352112676,0.840531561461794,0.5822784810126582,0.8405315614617912,0.45064377682403367,795.0
0.16,388,311,48,253,0.44858156028368795,0.840531561461794,0.584971098265896,0.8405315614617912,0.4449213161659507,791.0
0.162,389,310,49,252,0.4483985765124555,0.8372093023255814,0.5840092699884125,0.8372093023255786,0.44349070100142995,800.0
0.164,394,305,49,252,0.4524236983842011,0.8372093023255814,0.5874125874125874,0.8372093023255786,0.43633762517882624,795.0
0.166,397,302,50,251,0.4538878842676311,0.8338870431893688,0.5878220140515222,0.8338870431893659,0.43204577968526403,802.0
0.168,399,300,50,251,0.455535390199637,0.8338870431893688,0.5892018779342723,0.8338870431893659,0.4291845493562225,800.0
0.17,403,296,51,250,0.45787545787545786,0.8305647840531561,0.5903187721369539,0.8305647840531534,0.42346208869813956,806.0
0.17200000000000001,407,292,51,250,0.4612546125461255,0.8305647840531561,0.5931198102016607,0.8305647840531534,0.4177396280400566,802.0
0.17400000000000002,410,289,52,249,0.4628252788104089,0.8272425249169435,0.5935637663885578,0.8272425249169407,0.4134477825464944,809.0
0.176,413,286,52,249,0.4654205607476635,0.8272425249169435,0.5956937799043063,0.8272425249169407,0.4091559370529322,806.0
0.178,417,282,52,249,0.4689265536723164,0.8272425249169435,0.5985576923076923,0.8272425249169407,0.4034334763948492,802.0
0.18,419,280,52,249,0.4706994328922495,0.8272425249169435,0.6,0.8272425249169407,0.4005722460658077,800.0
0.182,420,279,53,248,0.47058823529411764,0.8239202657807309,0.5990338164251208,0.8239202657807281,0.39914163090128696,809.0
0.184,422,277,53,248,0.4723809523809524,0.8239202657807309,0.6004842615012107,0.8239202657807281,0.3962804005722455,807.0
0.186,426,273,54,247,0.475,0.8205980066445183,0.6017052375152253,0.8205980066445154,0.39055793991416254,813.0
0.188,430,269,57,244,0.4756335282651072,0.8106312292358804,0.5995085995085995,0.8106312292358776,0.3848354792560795,839.0
0.19,437,262,59,242,0.4801587301587302,0.8039867109634552,0.6012422360248447,0.8039867109634524,0.37482117310443436,852.0
0.192,437,262,59,242,0.4801587301587302,0.8039867109634552,0.6012422360248447,0.8039867109634524,0.37482117310443436,852.0
0.194,439,260,60,241,0.4810379241516966,0.8006644518272426,0.600997506234414,0.8006644518272398,0.37195994277539285,860.0
0.196,439,260,60,241,0.4810379241516966,0.8006644518272426,0.600997506234414,0.8006644518272398,0.37195994277539285,860.0
0.198,442,257,60,241,0.4839357429718876,0.8006644518272426,0.6032540675844806,0.8006644518272398,0.36766809728183064,857.0
0.2,446,253,61,240,0.486815415821501,0.7973421926910299,0.6045340050377834,0.7973421926910272,0.3619456366237477,863.0
0.202,450,249,62,239,0.48975409836065575,0.7940199335548173,0.605830164765526,0.7940199335548146,0.3562231759656647,869.0
0.20400000000000001,452,247,62,239,0.49176954732510286,0.7940199335548173,0.6073697585768743,0.7940199335548146,0.3533619456366232,867.0
0.20600000000000002,455,244,63,238,0.49377593360995853,0.7906976744186046,0.6079182630906769,0.790697674418602,0.349070100143061,874.0
0.20800000000000002,456,243,64,237,0.49375,0.7873754152823921,0.6069142125480154,0.7873754152823893,0.34763948497854025,883.0
0.21,457,242,64,237,0.49478079331941544,0.7873754152823921,0.6076923076923076,0.7873754152823893,0.34620886981401955,882.0
0.212,461,238,64,237,0.49894736842105264,0.7873754152823921,0.6108247422680413,0.7873754152823893,0.34048640915593653,878.0
0.214,463,236,64,237,0.5010570824524313,0.7873754152823921,0.6124031007751938,0.7873754152823893,0.3376251788268951,876.0
0.216,465,234,64,237,0.5031847133757962,0.7873754152823921,0.6139896373056994,0.7873754152823893,0.33476394849785357,874.0
0.218,466,233,64,237,0.5042553191489362,0.7873754152823921,0.6147859922178989,0.7873754152823893,0.33333333333333287,873.0
0.22,467,232,64,237,0.5053304904051172,0.7873754152823921,0.6155844155844156,0.7873754152823893,0.3319027181688121,872.0
0.222,467,232,65,236,0.5042735042735043,0.7840531561461794,0.6137841352405722,0.7840531561461768,0.3319027181688121,882.0
0.224,470,229,67,234,0.5053995680345572,0.7774086378737541,0.612565445026178,0.7774086378737515,0.32761087267524985,899.0
0.226,472,227,67,234,0.5075921908893709,0.7774086378737541,0.6141732283464567,0.7774086378737515,0.3247496423462084,897.0
0.228,474,225,67,234,0.5098039215686274,0.7774086378737541,0.6157894736842106,0.7774086378737515,0.3218884120171669,895.0
0.23,475,224,68,233,0.5098468271334792,0.7740863787375415,0.6147757255936676,0.7740863787375389,0.3204577968526462,904.0
0.232,476,223,68,233,0.5109649122807017,0.7740863787375415,0.6155878467635403,0.7740863787375389,0.31902718168812544,903.0
0.234,478,221,68,233,0.513215859030837,0.7740863787375415,0.6172185430463576,0.7740863787375389,0.31616595135908393,901.0
0.23600000000000002,484,215,70,231,0.5179372197309418,0.7674418604651163,0.6184738955823293,0.7674418604651136,0.3075822603719595,915.0
0.23800000000000002,487,212,70,231,0.5214446952595937,0.7674418604651163,0.6209677419354839,0.7674418604651136,0.30329041487839725,912.0
0.24,492,207,70,231,0.5273972602739726,0.7674418604651163,0.625169147496617,0.7674418604651136,0.29613733905579354,907.0
0.242,494,205,70,231,0.5298165137614679,0.7674418604651163,0.6268656716417911,0.7674418604651136,0.2932761087267521,905.0
0.244,498,201,72,229,0.5325581395348837,0.760797342192691,0.6265389876880985,0.7607973421926885,0.2875536480686691,921.0
0.246,502,197,75,226,0.5342789598108747,0.7508305647840532,0.6243093922651933,0.7508305647840506,0.28183118741058616,947.0
0.248,503,196,76,225,0.5344418052256532,0.7475083056478405,0.6232686980609419,0.747508305647838,0.2804005722460654,956.0
0.25,505,194,76,225,0.5369928400954654,0.7475083056478405,0.625,0.747508305647838,0.2775393419170239,954.0
0.252,505,194,77,224,0.5358851674641149,0.7441860465116279,0.6230876216968011,0.7441860465116253,0.2775393419170239,964.0
0.254,506,193,77,224,0.5371702637889688,0.7441860465116279,0.6239554317548747,0.7441860465116253,0.2761087267525032,963.0
0.256,508,191,77,224,0.5397590361445783,0.7441860465116279,0.6256983240223464,0.7441860465116253,0.2732474964234617,961.0
0.258,511,188,77,224,0.5436893203883495,0.7441860465116279,0.6283309957924264,0.7441860465116253,0.2689556509298995,958.0
0.26,515,184,77,224,0.5490196078431373,0.7441860465116279,0.6318758815232722,0.7441860465116253,0.2632331902718165,954.0
0.262,518,181,77,224,0.5530864197530864,0.7441860465116279,0.6345609065155807,0.7441860465116253,0.25894134477825426,951.0
0.264,522,177,77,224,0.5586034912718204,0.7441860465116279,0.6381766381766382,0.7441860465116253,0.2532188841201713,947.0
0.266,524,175,77,224,0.5614035087719298,0.7441860465116279,0.64,0.7441860465116253,0.25035765379112984,945.0
0.268,528,171,77,224,0.5670886075949367,0.7441860465116279,0.6436781609195402,0.7441860465116253,0.24463519313304685,941.0
0.27,530,169,77,224,0.5699745547073791,0.7441860465116279,0.6455331412103746,0.7441860465116253,0.24177396280400537,939.0
0.272,535,164,78,223,0.5762273901808785,0.7408637873754153,0.6482558139534884,0.7408637873754128,0.23462088698140166,944.0
0.274,536,163,78,223,0.5777202072538861,0.7408637873754153,0.6491994177583698,0.7408637873754128,0.23319027181688093,943.0
0.276,539,160,78,223,0.5822454308093995,0.7408637873754153,0.652046783625731,0.7408637873754128,0.2288984263233187,940.0
0.278,542,157,79,222,0.5857519788918206,0.7375415282392026,0.6529411764705882,0.7375415282392002,0.22460658082975646,947.0
0.28,544,155,79,222,0.5888594164456233,0.7375415282392026,0.6548672566371682,0.7375415282392002,0.22174535050071498,945.0
0.28200000000000003,544,155,79,222,0.5888594164456233,0.7375415282392026,0.6548672566371682,0.7375415282392002,0.22174535050071498,945.0
0.28400000000000003,547,152,79,222,0.5935828877005348,0.7375415282392026,0.6577777777777778,0.7375415282392002,0.21745350500715277,942.0
0.28600000000000003,553,146,79,222,0.6032608695652174,0.7375415282392026,0.6636771300448431,0.7375415282392002,0.2088698140200283,936.0
0.28800000000000003,554,145,79,222,0.6049046321525886,0.7375415282392026,0.6646706586826348,0.7375415282392002,0.20743919885550757,935.0
0.29,556,143,80,221,0.6071428571428571,0.7342192691029901,0.6646616541353384,0.7342192691029875,0.2045779685264661,943.0
0.292,558,141,80,221,0.6104972375690608,0.7342192691029901,0.6666666666666666,0.7342192691029875,0.2017167381974246,941.0
0.294,560,139,80,221,0.6138888888888889,0.7342192691029901,0.6686838124054463,0.7342192691029875,0.1988555078683831,939.0
0.296,563,136,80,221,0.6190476190476191,0.7342192691029901,0.6717325227963525,0.7342192691029875,0.1945636623748209,936.0
0.298,564,135,81,220,0.6197183098591549,0.7308970099667774,0.6707317073170732,0.7308970099667749,0.19313304721030014,945.0
0.3,569,130,81,220,0.6285714285714286,0.7308970099667774,0.6758832565284179,0.7308970099667749,0.18597997138769642,940.0
0.302,571,128,82,219,0.6311239193083573,0.7275747508305648,0.6759259259259259,0.7275747508305623,0.18311874105865494,948.0
0.304,573,126,84,217,0.6326530612244898,0.7209302325581395,0.6739130434782609,0.720930232558137,0.18025751072961346,966.0
0.306,574,125,84,217,0.6345029239766082,0.7209302325581395,0.6749611197511665,0.720930232558137,0.17882689556509274,965.0
0.308,576,123,84,217,0.638235294117647,0.7209302325581395,0.6770670826833073,0.720930232558137,0.17596566523605126,963.0
0.31,578,121,84,217,0.6420118343195266,0.7209302325581395,0.6791862284820032,0.720930232558137,0.17310443490700977,961.0
0.312,581,118,84,217,0.6477611940298508,0.7209302325581395,0.6823899371069182,0.720930232558137,0.16881258941344754,958.0
0.314,582,117,84,217,0.6497005988023952,0.7209302325581395,0.6834645669291338,0.720930232558137,0.16738197424892678,957.0
0.316,584,115,85,216,0.6525679758308157,0.717607973421927,0.6835443037974683,0.7176079734219245,0.1645207439198853,965.0
0.318,586,113,86,215,0.6554878048780488,0.7142857142857143,0.6836248012718601,0.7142857142857119,0.16165951359084382,973.0
0.32,589,110,86,215,0.6615384615384615,0.7142857142857143,0.6869009584664537,0.7142857142857119,0.1573676680972816,970.0
0.322,589,110,86,215,0.6615384615384615,0.7142857142857143,0.6869009584664537,0.7142857142857119,0.1573676680972816,970.0
0.324,590,109,87,214,0.6625386996904025,0.7109634551495017,0.6858974358974359,0.7109634551494992,0.15593705293276086,979.0
0.326,592,107,88,213,0.665625,0.707641196013289,0.6859903381642513,0.7076411960132867,0.15307582260371938,987.0
0.328,595,104,89,212,0.6708860759493671,0.7043189368770764,0.6871961102106969,0.704318936877074,0.14878397711015715,994.0
0.33,595,104,90,211,0.6698412698412698,0.7009966777408638,0.685064935064935,0.7009966777408614,0.14878397711015715,1004.0
0.332,597,102,90,211,0.6741214057507987,0.7009966777408638,0.6872964169381107,0.7009966777408614,0.14592274678111566,1002.0
0.334,598,101,90,211,0.6762820512820513,0.7009966777408638,0.6884176182707994,0.7009966777408614,0.14449213161659494,1001.0
0.336,600,99,90,211,0.6806451612903226,0.7009966777408638,0.690671031096563,0.7009966777408614,0.14163090128755343,999.0
0.338,602,97,91,210,0.6840390879478827,0.6976744186046512,0.6907894736842105,0.6976744186046487,0.13876967095851195,1007.0
0.34,603,96,92,209,0.6852459016393443,0.6943521594684385,0.6897689768976898,0.6943521594684362,0.13733905579399122,1016.0
0.342,603,96,92,209,0.6852459016393443,0.6943521594684385,0.6897689768976898,0.6943521594684362,0.13733905579399122,1016.0
0.34400000000000003,604,95,92,209,0.6875,0.6943521594684385,0.6909090909090909,0.6943521594684362,0.13590844062947047,1015.0
0.34600000000000003,604,95,95,206,0.6843853820598007,0.6843853820598007,0.6843853820598007,0.6843853820597984,0.13590844062947047,1045.0
0.34800000000000003,605,94,96,205,0.68561872909699,0.6810631229235881,0.6833333333333333,0.6810631229235857,0.13447782546494974,1054.0
0.35000000000000003,608,91,97,204,0.6915254237288135,0.6777408637873754,0.6845637583892618,0.6777408637873731,0.1301859799713875,1061.0
0.352,609,90,97,204,0.6938775510204082,0.6777408637873754,0.6857142857142857,0.6777408637873731,0.12875536480686675,1060.0
0.354,613,86,97,204,0.7034482758620689,0.6777408637873754,0.6903553299492385,0.6777408637873731,0.1230329041487838,1056.0
0.356,614,85,98,203,0.7048611111111112,0.6744186046511628,0.6893039049235993,0.6744186046511605,0.12160228898426305,1065.0
0.358,616,83,98,203,0.7097902097902098,0.6744186046511628,0.6916524701873935,0.6744186046511605,0.11874105865522157,1063.0
0.36,618,81,100,201,0.7127659574468085,0.6677740863787376,0.6895368782161235,0.6677740863787353,0.11587982832618009,1081.0
0.362,621,78,100,201,0.7204301075268817,0.6677740863787376,0.6931034482758621,0.6677740863787353,0.11158798283261787,1078.0
0.364,622,77,100,201,0.7230215827338129,0.6677740863787376,0.694300518134715,0.6677740863787353,0.11015736766809713,1077.0
0.366,622,77,102,199,0.7210144927536232,0.6611295681063123,0.6897746967071057,0.6611295681063101,0.11015736766809713,1097.0
0.368,624,75,102,199,0.7262773722627737,0.6611295681063123,0.6921739130434783,0.6611295681063101,0.10729613733905563,1095.0
0.37,624,75,102,199,0.7262773722627737,0.6611295681063123,0.6921739130434783,0.6611295681063101,0.10729613733905563,1095.0
0.372,626,73,103,198,0.7306273062730627,0.6578073089700996,0.6923076923076923,0.6578073089700974,0.10443490701001415,1103.0
0.374,629,70,103,198,0.7388059701492538,0.6578073089700996,0.6959578207381371,0.6578073089700974,0.10014306151645193,1100.0
0.376,631,68,103,198,0.7443609022556391,0.6578073089700996,0.6984126984126984,0.6578073089700974,0.09728183118741045,1098.0
0.378,632,67,103,198,0.7471698113207547,0.6578073089700996,0.6996466431095406,0.6578073089700974,0.09585121602288971,1097.0
0.38,633,66,103,198,0.75,0.6578073089700996,0.7008849557522124,0.6578073089700974,0.09442060085836897,1096.0
0.382,636,63,103,198,0.7586206896551724,0.6578073089700996,0.7046263345195729,0.6578073089700974,0.09012875536480673,1093.0
0.384,637,62,104,197,0.7606177606177607,0.654485049833887,0.7035714285714286,0.6544850498338848,0.08869814020028599,1102.0
