fpr,tpr,threshold
0.13812154696132597,0.13768115942028986,0.9376009797945728
0.1408839779005525,0.13768115942028986,0.9364076353961944
0.1408839779005525,0.14492753623188406,0.9360889104279482
0.143646408839779,0.14492753623188406,0.9350328406964841
0.1464088397790055,0.14492753623188406,0.9336749931075261
0.1464088397790055,0.15217391304347827,0.9314849778789115
0.14917127071823205,0.15217391304347827,0.9309940502166406
0.15193370165745856,0.15217391304347827,0.9303398015074675
0.15469613259668508,0.15217391304347827,0.9296019946139319
0.15469613259668508,0.15942028985507245,0.9292306701938048
0.1574585635359116,0.15942028985507245,0.9285198809861192
0.16022099447513813,0.15942028985507245,0.9270208449762286
0.16298342541436464,0.15942028985507245,0.9254311763528034
0.16298342541436464,0.16666666666666666,0.925190450968829
0.16574585635359115,0.16666666666666666,0.9250196671068922
0.1685082872928177,0.16666666666666666,0.9243213518088523
0.1712707182320442,0.16666666666666666,0.923351933435715
0.1712707182320442,0.17391304347826086,0.9232653311324543
0.17403314917127072,0.17391304347826086,0.9216531561774567
0.17403314917127072,0.18115942028985507,0.9201910201249169
0.17679558011049723,0.18115942028985507,0.9195936287285239
0.17955801104972377,0.18115942028985507,0.9190217004705934
0.18232044198895028,0.18115942028985507,0.9186204622098637
0.18232044198895028,0.18840579710144928,0.9182004192744866
0.18232044198895028,0.1956521739130435,0.9172460670055455
0.18232044198895028,0.2028985507246377,0.916887126087721
0.1850828729281768,0.2028985507246377,0.9165742741835217
0.1850828729281768,0.21014492753623187,0.9162996430810069
0.1850828729281768,0.21739130434782608,0.9139990748466824
0.1878453038674033,0.21739130434782608,0.9138339565155998
0.19060773480662985,0.21739130434782608,0.9134413862733638
0.19060773480662985,0.2246376811594203,0.9123464234492416
0.19060773480662985,0.2318840579710145,0.9121211908160686
0.19337016574585636,0.2318840579710145,0.9117809017901575
0.19613259668508287,0.2318840579710145,0.9106597566155601
0.19889502762430938,0.2318840579710145,0.9099542382203106
0.20165745856353592,0.2318840579710145,0.909169775500201
0.20165745856353592,0.2391304347826087,0.9084584301677118
0.20441988950276244,0.2391304347826087,0.908444492042965
0.20718232044198895,0.2391304347826087,0.9069693696996669
0.20718232044198895,0.2463768115942029,0.9069034176116589
0.20718232044198895,0.2536231884057971,0.9065539014440825
0.20994475138121546,0.2536231884057971,0.9059442964033932
0.212707182320442,0.2536231884057971,0.9054047100489272
0.212707182320442,0.2608695652173913,0.9048963364803322
0.2154696132596685,0.2608695652173913,0.9042317587556468
0.2154696132596685,0.26811594202898553,0.9027025694004231
0.2154696132596685,0.2753623188405797,0.9023081806071719
0.21823204419889503,0.2753623188405797,0.901185578655576
0.22099447513812154,0.2753623188405797,0.9011806532731551
0.22375690607734808,0.2753623188405797,0.900688765205903
0.2265193370165746,0.2753623188405797,0.8999442014175919
0.2292817679558011,0.2753623188405797,0.8988472653010094
0.23204419889502761,0.2753623188405797,0.8981636396580602
0.23204419889502761,0.2826086956521739,0.8960871646354953
0.23480662983425415,0.2826086956521739,0.8955296458331259
0.23480662983425415,0.2898550724637681,0.8948159541118508
0.23756906077348067,0.2898550724637681,0.8944018960909695
0.23756906077348067,0.2971014492753623,0.8931732533583111
0.24033149171270718,0.2971014492753623,0.8916498109521442
0.2430939226519337,0.2971014492753623,0.8910518786372311
0.24585635359116023,0.2971014492753623,0.8910159421842192
0.24861878453038674,0.2971014492753623,0.8885115008068961
0.2513812154696133,0.2971014492753623,0.88763504483934
0.2513812154696133,0.30434782608695654,0.8875491956374227
0.2541436464088398,0.30434782608695654,0.886573801320094
0.2569060773480663,0.30434782608695654,0.8849476456350551
0.2596685082872928,0.30434782608695654,0.8848799494395801
0.2596685082872928,0.3115942028985507,0.884169677573043
0.26243093922651933,0.3115942028985507,0.8836354600383325
0.26243093922651933,0.3188405797101449,0.8832443180649108
0.26519337016574585,0.3188405797101449,0.8822513698567767
0.26519337016574585,0.32608695652173914,0.8814663753548271
0.26795580110497236,0.32608695652173914,0.8792029324093534
0.26795580110497236,0.3333333333333333,0.8777446899694804
0.27071823204419887,0.3333333333333333,0.8773494645217192
0.27348066298342544,0.3333333333333333,0.876615954859142
0.27348066298342544,0.34057971014492755,0.8726336645302044
0.27624309392265195,0.34057971014492755,0.8704884919317408
0.27900552486187846,0.34057971014492755,0.8702706502288301
0.281767955801105,0.34057971014492755,0.868827174087321
0.2845303867403315,0.34057971014492755,0.8679667630502557
0.287292817679558,0.34057971014492755,0.8679571396454401
0.2900552486187845,0.34057971014492755,0.8676925550915745
0.292817679558011,0.34057971014492755,0.8664797349417414
0.2955801104972376,0.34057971014492755,0.8660662200044412
0.2983425414364641,0.34057971014492755,0.865758899525614
0.3011049723756906,0.34057971014492755,0.8647552678285866
0.30386740331491713,0.34057971014492755,0.8645788300947193
0.30662983425414364,0.34057971014492755,0.8640205136423903
0.30939226519337015,0.34057971014492755,0.8629035315761426
0.31215469613259667,0.34057971014492755,0.8626605930968324
0.3149171270718232,0.34057971014492755,0.8609527506480783
0.3149171270718232,0.34782608695652173,0.8607527030456495
0.31767955801104975,0.34782608695652173,0.8595775726920055
0.31767955801104975,0.35507246376811596,0.8589761453768247
0.32044198895027626,0.35507246376811596,0.8571649565248138
0.32044198895027626,0.36231884057971014,0.8571434283678045
0.32044198895027626,0.3695652173913043,0.8568749742583075
0.32320441988950277,0.3695652173913043,0.8560646991034212
0.3259668508287293,0.3695652173913043,0.8559039274389101
0.3287292817679558,0.3695652173913043,0.8557721220088105
0.3314917127071823,0.3695652173913043,0.8553531139438327
0.3314917127071823,0.37681159420289856,0.8551543372831106
0.3314917127071823,0.38405797101449274,0.853206220951834
0.3314917127071823,0.391304347826087,0.8521291960222716
0.3314917127071823,0.39855072463768115,0.8504067096269973
0.3342541436464088,0.39855072463768115,0.8491219861918613
0.3370165745856354,0.39855072463768115,0.848480627299585
0.3397790055248619,0.39855072463768115,0.8482844761145409
0.3397790055248619,0.4057971014492754,0.8475582064970847
0.3425414364640884,0.4057971014492754,0.8473044279332962
0.3453038674033149,0.4057971014492754,0.8472272774655916
0.3453038674033149,0.41304347826086957,0.8464562192129118
0.34806629834254144,0.41304347826086957,0.844657095303628
0.35082872928176795,0.41304347826086957,0.8437145648542129
0.35359116022099446,0.41304347826086957,0.8425584717749173
0.356353591160221,0.41304347826086957,0.8423879379468596
0.35911602209944754,0.41304347826086957,0.8412107396987949
0.36187845303867405,0.41304347826086957,0.8408670090097423
0.36464088397790057,0.41304347826086957,0.8408212503708
0.36464088397790057,0.42028985507246375,0.8405285700913445
0.3674033149171271,0.42028985507246375,0.839587327419491
0.3701657458563536,0.42028985507246375,0.8395598860236914
0.3729281767955801,0.42028985507246375,0.8378104187765519
0.3756906077348066,0.42028985507246375,0.8369079191706731
0.3756906077348066,0.427536231884058,0.8366205352483735
0.3756906077348066,0.43478260869565216,0.8365595382581228
0.3756906077348066,0.4420289855072464,0.8359871579842042
0.3784530386740331,0.4420289855072464,0.8355964799792366
0.3812154696132597,0.4420289855072464,0.8336462713370671
0.3839779005524862,0.4420289855072464,0.8331557702114168
0.3867403314917127,0.4420289855072464,0.8318337627888462
0.38950276243093923,0.4420289855072464,0.8309432511408359
0.39226519337016574,0.4420289855072464,0.8299120110023492
0.39502762430939226,0.4420289855072464,0.8292223578348673
0.39779005524861877,0.4420289855072464,0.829051577310161
0.39779005524861877,0.4492753623188406,0.8280600464508746
0.4005524861878453,0.4492753623188406,0.8258242285856153
0.40331491712707185,0.4492753623188406,0.8257990403786941
0.40607734806629836,0.4492753623188406,0.8255652163690229
0.40607734806629836,0.45652173913043476,0.8254478648636082
0.4088397790055249,0.45652173913043476,0.8225251542849701
0.4116022099447514,0.45652173913043476,0.8222630047677262
0.4143646408839779,0.45652173913043476,0.8187756218729288
0.4171270718232044,0.45652173913043476,0.8169120079053789
0.4198895027624309,0.45652173913043476,0.8150667756745728
0.42265193370165743,0.45652173913043476,0.8144176102759597
0.425414364640884,0.45652173913043476,0.814071818032695
0.4281767955801105,0.45652173913043476,0.813148150998349
0.430939226519337,0.45652173913043476,0.81126529840041
0.43370165745856354,0.45652173913043476,0.8111657783338179
0.43370165745856354,0.463768115942029,0.8063971108922426
0.43646408839779005,0.463768115942029,0.804765665257602
0.43922651933701656,0.463768115942029,0.8046306569885945
0.43922651933701656,0.47101449275362317,0.802955919717776
0.4419889502762431,0.47101449275362317,0.8023752721001716
0.4419889502762431,0.4782608695652174,0.8023270062636289
0.4419889502762431,0.4855072463768116,0.8022459241342318
0.4447513812154696,0.4855072463768116,0.8019968032932423
0.4447513812154696,0.4927536231884058,0.8007605339028206
0.44751381215469616,0.4927536231884058,0.8004671507014792
0.45027624309392267,0.4927536231884058,0.7998020084594771
0.4530386740331492,0.4927536231884058,0.7991254928890935
0.4558011049723757,0.4927536231884058,0.7975831411622332
0.4585635359116022,0.4927536231884058,0.7972230318108936
0.4613259668508287,0.4927536231884058,0.7948392814739375
0.46408839779005523,0.4927536231884058,0.7888162923811146
0.46685082872928174,0.4927536231884058,0.7858677693940745
0.46685082872928174,0.5,0.7804660668512289
0.4696132596685083,0.5,0.7759767769487212
0.4723756906077348,0.5,0.7751216110514818
0.47513812154696133,0.5,0.7749008838842373
0.47790055248618785,0.5,0.7732537446932797
0.47790055248618785,0.5072463768115942,0.7732131149798009
0.47790055248618785,0.5144927536231884,0.7699758551867815
0.47790055248618785,0.5217391304347826,0.7698196043649029
0.48066298342541436,0.5217391304347826,0.7696140989588541
0.48342541436464087,0.5217391304347826,0.7678846865960374
0.4861878453038674,0.5217391304347826,0.7617331197099502
0.4889502762430939,0.5217391304347826,0.7615269398690457
0.49171270718232046,0.5217391304347826,0.7603768239266891
0.49171270718232046,0.5289855072463768,0.7602881451181381
0.494475138121547,0.5289855072463768,0.7596046845481064
0.4972375690607735,0.5289855072463768,0.7594120585956399
0.5,0.5289855072463768,0.7587543795972236
0.5,0.5362318840579711,0.7577099302546281
0.5027624309392266,0.5362318840579711,0.7570421409269527
0.505524861878453,0.5362318840579711,0.7558334769672623
0.5082872928176796,0.5362318840579711,0.7544678790342778
0.511049723756906,0.5362318840579711,0.7526181485300036
0.511049723756906,0.5434782608695652,0.7503391232118936
0.5138121546961326,0.5434782608695652,0.7474267099099652
0.5138121546961326,0.5507246376811594,0.7458408260614798
0.5138121546961326,0.5579710144927537,0.7455350297730241
0.5138121546961326,0.5652173913043478,0.744918710933792
0.5138121546961326,0.572463768115942,0.7410663790010619
0.5165745856353591,0.572463768115942,0.7398985734848824
0.5193370165745856,0.572463768115942,0.7398402996536755
0.5220994475138122,0.572463768115942,0.7398258129004937
0.5248618784530387,0.572463768115942,0.73522256567372
0.5248618784530387,0.5797101449275363,0.7343305006738301
0.5276243093922652,0.5797101449275363,0.7306831453415027
0.5303867403314917,0.5797101449275363,0.7288798325732703
0.5331491712707183,0.5797101449275363,0.7286634762460813
0.5359116022099447,0.5797101449275363,0.7286579822487306
0.5386740331491713,0.5797101449275363,0.7273519033214899
0.5386740331491713,0.5869565217391305,0.7264631581931101
0.5386740331491713,0.5942028985507246,0.7240023122987539
0.5414364640883977,0.5942028985507246,0.7237806698214067
0.5414364640883977,0.6014492753623188,0.7221647342393168
0.5441988950276243,0.6014492753623188,0.7213524505275172
0.5441988950276243,0.6086956521739131,0.7210446940033896
0.5441988950276243,0.6159420289855072,0.7195811244753932
0.5469613259668509,0.6159420289855072,0.7191691910623162
0.5469613259668509,0.6231884057971014,0.7187988188598109
0.5497237569060773,0.6231884057971014,0.7179890057186833
0.5524861878453039,0.6231884057971014,0.7168491366706631
0.5552486187845304,0.6231884057971014,0.7159668311555955
0.5552486187845304,0.6304347826086957,0.7155301422071256
0.5580110497237569,0.6304347826086957,0.7149904326171241
0.5607734806629834,0.6304347826086957,0.7145085060429551
0.56353591160221,0.6304347826086957,0.714256918615696
0.5662983425414365,0.6304347826086957,0.7120502687612492
0.5662983425414365,0.6376811594202898,0.7115872832025115
0.569060773480663,0.6376811594202898,0.7106233275846134
0.5718232044198895,0.6376811594202898,0.7082147032449635
0.574585635359116,0.6376811594202898,0.7059466338772251
0.5773480662983426,0.6376811594202898,0.7006807967959209
0.5773480662983426,0.644927536231884,0.6994239390383165
0.580110497237569,0.644927536231884,0.6986253534186099
0.5828729281767956,0.644927536231884,0.6973552076832606
0.5828729281767956,0.6521739130434783,0.696548564262031
0.585635359116022,0.6521739130434783,0.6962535637220761
0.5883977900552486,0.6521739130434783,0.695470382337178
0.5911602209944752,0.6521739130434783,0.6925503613276549
0.5939226519337016,0.6521739130434783,0.6906537930687157
0.5939226519337016,0.6594202898550725,0.6893152132285847
0.5966850828729282,0.6594202898550725,0.6886756835092896
0.5994475138121547,0.6594202898550725,0.6878687806538255
0.6022099447513812,0.6594202898550725,0.687411419294141
0.6049723756906077,0.6594202898550725,0.6854458663779655
0.6049723756906077,0.6666666666666666,0.685122889482463
0.6049723756906077,0.6739130434782609,0.6842519740956541
0.6077348066298343,0.6739130434782609,0.6830645672630747
0.6104972375690608,0.6739130434782609,0.6820689412694493
0.6132596685082873,0.6739130434782609,0.6807939290519767
0.6160220994475138,0.6739130434782609,0.6790467498580137
0.6187845303867403,0.6739130434782609,0.6781938868978687
0.6187845303867403,0.6811594202898551,0.6757836446726855
0.6215469613259669,0.6811594202898551,0.6753892491615107
0.6243093922651933,0.6811594202898551,0.6753177008645934
0.6270718232044199,0.6811594202898551,0.6730001798226932
0.6298342541436464,0.6811594202898551,0.6704450449830425
0.6298342541436464,0.6884057971014492,0.667935732956668
0.6298342541436464,0.6956521739130435,0.6676121975186682
0.6298342541436464,0.7028985507246377,0.6670309197065041
0.6325966850828729,0.7028985507246377,0.6668251327302317
0.6353591160220995,0.7028985507246377,0.6660238787949906
0.638121546961326,0.7028985507246377,0.665666681789503
0.6408839779005525,0.7028985507246377,0.6652539193824203
0.6408839779005525,0.7101449275362319,0.6652533682855585
0.643646408839779,0.7101449275362319,0.6624673382407698
0.643646408839779,0.717391304347826,0.6624671023631679
0.6464088397790055,0.717391304347826,0.6618813602442023
0.649171270718232,0.717391304347826,0.6602563687016998
0.6519337016574586,0.717391304347826,0.6597688487563053
0.6546961325966851,0.717391304347826,0.6596543618843342
0.6574585635359116,0.717391304347826,0.6595784417242773
0.6602209944751382,0.717391304347826,0.6545108505758236
0.6629834254143646,0.717391304347826,0.6512953413053552
0.6657458563535912,0.717391304347826,0.6512891064068574
0.6685082872928176,0.717391304347826,0.6510879214817321
0.6712707182320442,0.717391304347826,0.6508475006109481
0.6740331491712708,0.717391304347826,0.6501715014922343
0.6767955801104972,0.717391304347826,0.6479033090984437
0.6767955801104972,0.7246376811594203,0.6478201260346504
0.6795580110497238,0.7246376811594203,0.6475370868045134
0.6823204419889503,0.7246376811594203,0.6470625097436291
0.6850828729281768,0.7246376811594203,0.6443369624623332
0.6850828729281768,0.7318840579710145,0.6440120342855813
0.6878453038674033,0.7318840579710145,0.6418740074682845
0.6906077348066298,0.7318840579710145,0.6395762081061674
0.6933701657458563,0.7318840579710145,0.6386933146680326
0.6933701657458563,0.7391304347826086,0.6353700277686807
0.6961325966850829,0.7391304347826086,0.6344437846423472
0.6988950276243094,0.7391304347826086,0.6341824180551251
0.7016574585635359,0.7391304347826086,0.6329268146284193
0.7044198895027625,0.7391304347826086,0.632570907281898
0.7071823204419889,0.7391304347826086,0.6319551172818205
0.7071823204419889,0.7463768115942029,0.6315672079068381
0.7099447513812155,0.7463768115942029,0.6251895979053309
0.712707182320442,0.7463768115942029,0.6212287958171481
0.7154696132596685,0.7463768115942029,0.6161782168408728
0.7154696132596685,0.7536231884057971,0.6148130550085696
0.7182320441988951,0.7536231884057971,0.6147955925605315
0.7209944751381215,0.7536231884057971,0.608802404205927
0.7209944751381215,0.7608695652173914,0.6081194517778875
0.7209944751381215,0.7681159420289855,0.6047579695340137
0.7237569060773481,0.7681159420289855,0.6041169885896194
0.7265193370165746,0.7681159420289855,0.5999806734947203
0.7292817679558011,0.7681159420289855,0.5991189521049156
0.7320441988950276,0.7681159420289855,0.5975447766410765
0.7348066298342542,0.7681159420289855,0.5962122322248306
0.7375690607734806,0.7681159420289855,0.5947817865944225
0.7403314917127072,0.7681159420289855,0.593958099183325
0.7430939226519337,0.7681159420289855,0.5936447433636969
0.7458563535911602,0.7681159420289855,0.5928490298517345
0.7486187845303868,0.7681159420289855,0.5871685762644325
0.7486187845303868,0.7753623188405797,0.5863670014368095
0.7513812154696132,0.7753623188405797,0.5836595991921607
0.7541436464088398,0.7753623188405797,0.5832196993226498
0.7541436464088398,0.782608695652174,0.5824924604297027
0.7569060773480663,0.782608695652174,0.5733404797158812
0.7569060773480663,0.7898550724637681,0.5729095054240549
0.7596685082872928,0.7898550724637681,0.5703937044223518
0.7596685082872928,0.7971014492753623,0.566585694161037
0.7624309392265194,0.7971014492753623,0.5652451175903738
0.7651933701657458,0.7971014492753623,0.5626203312341248
0.7679558011049724,0.7971014492753623,0.558769488204589
0.7679558011049724,0.8043478260869565,0.5579442199968816
0.7707182320441989,0.8043478260869565,0.5566447052835377
0.7734806629834254,0.8043478260869565,0.5541356003198006
0.7762430939226519,0.8043478260869565,0.5491646556227114
0.7790055248618785,0.8043478260869565,0.5481607323512095
0.7817679558011049,0.8043478260869565,0.5459709828419207
0.7845303867403315,0.8043478260869565,0.545348504056685
0.7845303867403315,0.8115942028985508,0.5448685722699896
0.787292817679558,0.8115942028985508,0.5433568210248327
0.7900552486187845,0.8115942028985508,0.5385070772319355
0.7928176795580111,0.8115942028985508,0.5344059543946441
0.7955801104972375,0.8115942028985508,0.5296914309955201
0.7955801104972375,0.8188405797101449,0.5180524102309186
0.7955801104972375,0.8260869565217391,0.5178369231518516
0.7983425414364641,0.8260869565217391,0.5145226099776851
0.8011049723756906,0.8260869565217391,0.5142825652640501
0.8038674033149171,0.8260869565217391,0.5129280331855209
0.8066298342541437,0.8260869565217391,0.509887303995655
0.8093922651933702,0.8260869565217391,0.5084916084377638
0.8093922651933702,0.8333333333333334,0.5054798460144602
0.8121546961325967,0.8333333333333334,0.5038674474883118
0.8149171270718232,0.8333333333333334,0.5025287275829713
0.8149171270718232,0.8405797101449275,0.5023582875879582
0.8176795580110497,0.8405797101449275,0.5021479905925758
0.8204419889502762,0.8405797101449275,0.49463778010573256
0.8232044198895028,0.8405797101449275,0.494260000268563
0.8259668508287292,0.8405797101449275,0.4933272056708958
0.8287292817679558,0.8405797101449275,0.4926435536797577
0.8314917127071824,0.8405797101449275,0.4925766288541581
0.8314917127071824,0.8478260869565217,0.4910711284764841
0.8342541436464088,0.8478260869565217,0.48956110110569495
0.8370165745856354,0.8478260869565217,0.48581461559727834
0.8397790055248618,0.8478260869565217,0.48522147225161527
0.8425414364640884,0.8478260869565217,0.4801842276454998
0.8453038674033149,0.8478260869565217,0.4789371050471079
0.8480662983425414,0.8478260869565217,0.4762051061184409
0.850828729281768,0.8478260869565217,0.47530830474411956
0.8535911602209945,0.8478260869565217,0.4741245085847855
0.8535911602209945,0.855072463768116,0.4727442243800471
0.856353591160221,0.855072463768116,0.4684524209219972
0.856353591160221,0.8623188405797102,0.4594881722503492
0.8591160220994475,0.8623188405797102,0.4582020300983013
0.861878453038674,0.8623188405797102,0.45435230496291223
0.8646408839779005,0.8623188405797102,0.4524823576648869
0.8646408839779005,0.8695652173913043,0.45175945034964693
0.8646408839779005,0.8768115942028986,0.45140796460792165
0.8674033149171271,0.8768115942028986,0.4512770070608731
0.8701657458563536,0.8768115942028986,0.4478162637786159
0.8729281767955801,0.8768115942028986,0.4463918569761609
0.8756906077348067,0.8768115942028986,0.4417810202963681
0.8756906077348067,0.8840579710144928,0.4376127006055152
0.8756906077348067,0.8913043478260869,0.4321192241822477
0.8784530386740331,0.8913043478260869,0.4265914316672649
0.8784530386740331,0.8985507246376812,0.42593498331081314
0.8812154696132597,0.8985507246376812,0.4254920561691524
0.8839779005524862,0.8985507246376812,0.4245287890892723
0.8867403314917127,0.8985507246376812,0.42084776965418585
0.8895027624309392,0.8985507246376812,0.41881952000060224
0.8922651933701657,0.8985507246376812,0.41632213967613746
0.8950276243093923,0.8985507246376812,0.41396277858827685
0.8977900552486188,0.8985507246376812,0.4110305578745929
0.8977900552486188,0.9057971014492754,0.4068329524361359
0.9005524861878453,0.9057971014492754,0.3992370923435816
0.9005524861878453,0.9130434782608695,0.3976279639010521
0.9033149171270718,0.9130434782608695,0.3971491310197582
0.9060773480662984,0.9130434782608695,0.3926176666180951
0.9060773480662984,0.9202898550724637,0.3885140018148206
0.9088397790055248,0.9202898550724637,0.3852097878792961
0.9088397790055248,0.927536231884058,0.3829628799742311
0.9088397790055248,0.9347826086956522,0.3814237217391103
0.9116022099447514,0.9347826086956522,0.3729999938337786
0.9116022099447514,0.9420289855072463,0.37227838635756244
0.914364640883978,0.9420289855072463,0.3717655810764985
0.9171270718232044,0.9420289855072463,0.3701442172696823
0.919889502762431,0.9420289855072463,0.36679636955075257
0.9226519337016574,0.9420289855072463,0.36354134601207055
0.925414364640884,0.9420289855072463,0.35434956077919627
0.9281767955801105,0.9420289855072463,0.3435045906247323
0.930939226519337,0.9420289855072463,0.3395730157575092
0.9337016574585635,0.9420289855072463,0.3319834139679911
0.93646408839779,0.9420289855072463,0.3311120182980766
0.9392265193370166,0.9420289855072463,0.3084543257628253
0.9419889502762431,0.9420289855072463,0.30779626220414935
0.9447513812154696,0.9420289855072463,0.3061465939610482
0.9475138121546961,0.9420289855072463,0.30362647319463665
0.9502762430939227,0.9420289855072463,0.2999298733249342
0.9502762430939227,0.9492753623188406,0.2972903373818223
0.9502762430939227,0.9565217391304348,0.29239418246315774
0.9530386740331491,0.9565217391304348,0.29209359733668383
0.9558011049723757,0.9565217391304348,0.2901073581411861
0.9585635359116023,0.9565217391304348,0.28584770669965714
0.9613259668508287,0.9565217391304348,0.28151495307459384
0.9640883977900553,0.9565217391304348,0.2788008325729142
0.9668508287292817,0.9565217391304348,0.27056101177631525
0.9696132596685083,0.9565217391304348,0.25147607596858085
0.9723756906077348,0.9565217391304348,0.23752958832552074
0.9751381215469613,0.9565217391304348,0.23074459123275634
0.9779005524861878,0.9565217391304348,0.21517969234240003
0.9779005524861878,0.9637681159420289,0.21026183020595154
0.9806629834254144,0.9637681159420289,0.2073092262197479
0.9834254143646409,0.9637681159420289,0.2058311238048753
0.9834254143646409,0.9710144927536232,0.20438602450175056
0.9861878453038674,0.9710144927536232,0.1933978706641824
0.9861878453038674,0.9782608695652174,0.18543344606744452
0.9861878453038674,0.9855072463768116,0.1743959741147053
0.988950276243094,0.9855072463768116,0.16297572913570335
0.9917127071823204,0.9855072463768116,0.15403630141753585
0.994475138121547,0.9855072463768116,0.15295688500128454
0.9972375690607734,0.9855072463768116,0.1463317286225451
1.0,0.9855072463768116,0.10999922702184414
1.0,0.9927536231884058,0.0977097142107873
1.0,1.0,-inf
